loc_rowid,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_radj,pl_dens,pl_ttvflag,pl_kepflag,pl_k2flag,ra,dec,st_dist,st_optmag,st_optband,st_teff,st_mass,st_rad,rowupdate,pl_facility,fst_logg
1932,Kepler-142,b,Kepler-142 b,Transit,0,3,2.024152,0.032,317.9812419,158.3140599,107.5261135,0.178,147.3648788,0,1,0,295.118899,48.481281,557.51,13.203,Kepler-band,5790,233.1827447,1.27,14-05-2014,Kepler,4.26
1933,Kepler-142,c,Kepler-142 c,Transit,0,3,4.761702,0.057,108.9888456,227.3747917,41.81764645,0.255,76.94481647,0,1,0,295.118899,48.481281,557.51,13.203,Kepler-band,5790,54.8855452,1.27,14-05-2014,Kepler,4.26
1934,Kepler-142,d,Kepler-142 d,Transit,0,3,41.809118,0.242,142.2111264,302.2357348,191.7799114,0.193,74.38119295,1,1,0,295.118899,48.481281,557.51,13.203,Kepler-band,5790,277.5112366,1.27,14-05-2014,Kepler,4.26
1935,Kepler-1420,b,Kepler-1420 b,Transit,0,1,6.69960006,13.85040628,86.44656679,32.24029045,191.0746301,0.114,98.31657791,0,1,0,296.20381,42.777832,923,15.883,Kepler-band,5187,0.82,0.79,10-05-2016,Kepler,4.57
1936,Kepler-1421,b,Kepler-1421 b,Transit,0,1,6.9131112,208.4057293,209.7254037,47.12042747,172.6294031,0.083,45.738493,0,1,0,286.580592,48.544197,675,12.788,Kepler-band,6335,1.25,1.42,10-05-2016,Kepler,4.23
1937,Kepler-1422,b,Kepler-1422 b,Transit,0,1,18.6051942,306.426029,120.203564,312.5475218,246.5287748,0.18,250.8554851,0,1,0,293.890178,48.336121,2081,15.665,Kepler-band,6194,1.15,1.23,10-05-2016,Kepler,4.32
1938,Kepler-1423,b,Kepler-1423 b,Transit,0,1,23.955378,148.9867462,164.7839925,16.72885516,130.9542664,0.095,132.799241,0,1,0,288.243782,41.110081,449,14.553,Kepler-band,4939,0.79,0.75,10-05-2016,Kepler,4.59
1939,Kepler-1424,b,Kepler-1424 b,Transit,0,1,29.6091744,107.5503545,321.3769243,65.60671938,297.9350632,0.103,45.32481135,0,1,0,290.991665,40.22932,620,13.619,Kepler-band,5838,1.02,1.07,10-05-2016,Kepler,4.39
1940,Kepler-1425,b,Kepler-1425 b,Transit,0,1,14.4541302,213.108199,181.2124331,213.5362144,93.654457,0.084,215.0157618,0,1,0,294.951036,43.012436,499,13.572,Kepler-band,5718,0.97,0.95,10-05-2016,Kepler,4.47
1941,Kepler-1426,b,Kepler-1426 b,Transit,0,1,14.2563227,8.643754241,325.35697,164.3385526,83.93567302,0.139,165.8912627,0,1,0,292.545764,49.416973,1211,15.192,Kepler-band,5831,1.02,1.02,10-05-2016,Kepler,4.43
1942,Kepler-1427,b,Kepler-1427 b,Transit,0,1,0.96897238,50.09052735,47.96778091,299.3766468,250.229068,0.098,317.8350812,0,1,0,295.349667,45.114548,1220,15.415,Kepler-band,5793,1.01,1.01,10-05-2016,Kepler,4.44
1943,Kepler-1428,b,Kepler-1428 b,Transit,0,1,10.67607169,86.64240709,3.047099658,218.7522087,285.2361605,0.146,106.2415839,0,1,0,297.642262,49.594978,802,13.688,Kepler-band,6184,1.28,1.36,10-05-2016,Kepler,4.28
1944,Kepler-1429,b,Kepler-1429 b,Transit,0,1,4.48487493,156.4863686,145.0772204,179.3212809,37.2905273,0.115,69.5907666,0,1,0,285.366245,49.044868,1156,14.879,Kepler-band,5902,1.05,1.07,10-05-2016,Kepler,4.4
1945,Kepler-143,b,Kepler-143 b,Transit,0,2,16.007583,0.127,236.0893043,116.9723586,183.1760409,0.215,84.6828282,0,1,0,298.067706,49.412605,828.71,13.77,Kepler-band,5848,267.2029005,1.36,14-05-2014,Kepler,4.2
1946,Kepler-143,c,Kepler-143 c,Transit,0,2,27.082511,0.181,121.6827572,128.5599174,262.3319113,0.301,89.3161996,0,1,0,298.067706,49.412605,828.71,13.77,Kepler-band,5848,234.3872906,1.36,14-05-2014,Kepler,4.2
1947,Kepler-1430,b,Kepler-1430 b,Transit,0,1,2.46050993,147.2494857,312.77543,220.4671854,185.5828684,0.105,18.54989563,0,1,0,289.697494,43.372093,541,15.245,Kepler-band,4796,0.77,0.72,10-05-2016,Kepler,4.62
1948,Kepler-1431,b,Kepler-1431 b,Transit,0,1,5.86601526,61.28187335,298.6018291,43.12891495,166.3425807,0.131,258.6789874,0,1,0,292.658395,49.865192,1270,15.273,Kepler-band,5806,1.03,1.03,10-05-2016,Kepler,4.42
1949,Kepler-1432,b,Kepler-1432 b,Transit,0,1,23.9109011,134.7817713,216.2087919,210.5398692,106.7130739,0.198,276.3503299,0,1,0,295.524175,49.829548,1552,15.376,Kepler-band,6031,1.09,1.13,10-05-2016,Kepler,4.37
1950,Kepler-1433,b,Kepler-1433 b,Transit,0,1,4.13592271,172.4018336,28.63086634,263.9645541,161.2229912,0.139,48.90626435,0,1,0,287.363299,49.45689,1328,14.826,Kepler-band,6097,1.14,1.19,10-05-2016,Kepler,4.34
1951,Kepler-1434,b,Kepler-1434 b,Transit,0,1,8.05333618,273.6834738,313.3834111,221.5972711,59.5212368,0.099,138.3891577,0,1,0,295.53838,51.202957,680,12.086,Kepler-band,6291,1.47,2.04,10-05-2016,Kepler,3.98
1952,Kepler-1435,b,Kepler-1435 b,Transit,0,1,4.45343281,231.5736981,122.82025,249.2375744,17.02500536,0.077,306.2571857,0,1,0,291.173299,44.921131,681,12.938,Kepler-band,6356,1.21,1.32,10-05-2016,Kepler,4.28
1953,Kepler-1436,b,Kepler-1436 b,Transit,0,1,9.705716,46.83554196,100.9761948,23.67930663,271.2066815,0.117,202.9100511,0,1,0,297.711565,46.768021,1142,14.93,Kepler-band,5972,1.06,1.09,10-05-2016,Kepler,4.39
1954,Kepler-1437,b,Kepler-1437 b,Transit,0,1,10.9295461,301.9003338,106.1641376,91.23370714,68.32360119,0.122,318.5997307,0,1,0,291.86493,49.32592,1182,15.591,Kepler-band,5557,0.93,0.9,10-05-2016,Kepler,4.51
1955,Kepler-1438,b,Kepler-1438 b,Transit,0,1,2.31942009,225.9106417,79.26943676,313.337824,92.28482066,0.084,267.5943877,0,1,0,289.289809,40.681665,866,14.869,Kepler-band,5530,0.97,0.96,10-05-2016,Kepler,4.46
1956,Kepler-1439,b,Kepler-1439 b,Transit,0,1,8.07392849,253.9203667,176.4380985,264.2027644,12.5725856,0.13,235.9994892,0,1,0,285.739806,40.980036,215,16.109,Kepler-band,3578,0.46,0.43,10-05-2016,Kepler,4.83
1957,Kepler-144,b,Kepler-144 b,Transit,0,2,5.885273,0.066,230.7233523,190.9444129,106.1359005,0.119,44.0281637,0,1,0,281.915678,42.775513,389.22,11.992,Kepler-band,6075,23.18615877,1.24,14-05-2014,Kepler,4.29
1958,Kepler-144,c,Kepler-144 c,Transit,0,2,10.104665,0.094,299.2000409,110.1262799,282.9651608,0.12,297.5578494,0,1,0,281.915678,42.775513,389.22,11.992,Kepler-band,6075,77.20109183,1.24,14-05-2014,Kepler,4.29
1959,Kepler-1440,b,Kepler-1440 b,Transit,0,1,39.859484,146.3848533,122.774471,178.8846314,172.706932,0.112,276.5988769,0,1,0,285.346938,48.312252,685,14.131,Kepler-band,5698,0.98,0.96,10-05-2016,Kepler,4.46
1960,Kepler-1441,b,Kepler-1441 b,Transit,0,1,39.4419839,44.80803829,142.2921681,44.59746597,274.0754882,0.117,212.6264302,0,1,0,293.719126,43.12459,751,14.268,Kepler-band,5802,1,1,10-05-2016,Kepler,4.45
1961,Kepler-1442,b,Kepler-1442 b,Transit,0,1,81.4162941,282.1678709,237.411038,227.9257142,73.32298789,0.351,116.0330062,0,1,0,291.255595,48.84697,525,12.146,Kepler-band,6394,1.34,1.44,10-05-2016,Kepler,4.25
1962,Kepler-1443,b,Kepler-1443 b,Transit,0,1,2.41811321,4.20157913,254.5208073,86.08998441,291.7159753,0.087,141.7883344,0,1,0,283.435761,47.066855,475,12.278,Kepler-band,6289,1.19,1.27,10-05-2016,Kepler,4.3
1963,Kepler-1444,b,Kepler-1444 b,Transit,0,1,33.42035034,272.6420368,201.9576806,55.47877576,68.69674105,0.194,12.74543806,0,1,0,285.330615,42.040436,340,12.325,Kepler-band,5810,1.03,1.05,10-05-2016,Kepler,4.4
1964,Kepler-1445,b,Kepler-1445 b,Transit,0,1,10.60052251,96.41776597,215.4473062,143.6841627,226.8460656,0.086,51.09860711,0,1,0,280.249457,43.915066,482,12.405,Kepler-band,6150,1.13,1.26,10-05-2016,Kepler,4.28
1965,Kepler-1446,b,Kepler-1446 b,Transit,0,1,0.68996783,278.9224853,294.9662639,227.8468047,158.1637764,0.073,73.56453802,0,1,0,289.42396,46.72617,162,12.411,Kepler-band,4865,0.81,0.75,10-05-2016,Kepler,4.6
1966,Kepler-1447,b,Kepler-1447 b,Transit,0,1,56.6747285,116.7077765,64.67893277,243.5601695,251.7485716,0.259,77.45651589,0,1,0,289.643439,50.727089,871,14.682,Kepler-band,5722,0.97,0.95,10-05-2016,Kepler,4.47
1967,Kepler-1448,b,Kepler-1448 b,Transit,0,1,12.27065865,46.68693214,286.8627168,33.90286839,126.3571449,0.144,257.2923547,0,1,0,287.867389,50.595585,786,14.411,Kepler-band,5774,0.95,0.93,10-05-2016,Kepler,4.49
1968,Kepler-1449,b,Kepler-1449 b,Transit,0,1,13.2274528,201.9667516,311.6561731,275.462675,213.6936006,0.15,272.6928544,0,1,0,288.231731,50.567886,1321,15.05,Kepler-band,5979,1.08,1.1,10-05-2016,Kepler,4.39
1969,Kepler-145,b,Kepler-145 b,Transit,0,2,22.951,132.5669568,132.4382286,265.3027451,0.117,0.236,102.6943323,1,1,0,291.387762,44.529106,576.15,11.931,Kepler-band,6022,1.28,1.98,14-05-2014,Kepler,3.95
1970,Kepler-145,c,Kepler-145 c,Transit,0,2,42.882,161.2623442,256.4513642,231.0002808,0.25,0.385,229.5302862,1,1,0,291.387762,44.529106,576.15,11.931,Kepler-band,6022,1.28,1.98,14-05-2014,Kepler,3.95
1971,Kepler-1450,b,Kepler-1450 b,Transit,0,1,54.5094166,189.8072466,110.1845695,14.45353984,136.7414055,0.153,204.1583298,0,1,0,294.553828,45.08139,490,15.498,Kepler-band,4524,0.71,0.68,10-05-2016,Kepler,4.63
1972,Kepler-1451,b,Kepler-1451 b,Transit,0,1,35.622233,188.681264,197.0765389,186.9705182,214.4858001,0.299,150.4213979,0,1,0,293.446425,40.409892,1159,15.332,Kepler-band,5782,1,0.99,10-05-2016,Kepler,4.45
1973,Kepler-1452,b,Kepler-1452 b,Transit,0,1,42.913751,241.8763205,262.3723304,209.4579238,279.1052511,0.241,259.3400918,0,1,0,292.42283,38.266328,974,13.062,Kepler-band,6101,1.41,2.06,10-05-2016,Kepler,3.95
1974,Kepler-1453,b,Kepler-1453 b,Transit,0,1,47.1611696,52.18613305,158.4317107,171.3653815,109.3610455,0.238,73.31129435,1,1,0,286.125545,47.947613,1284,15.57,Kepler-band,5665,0.97,0.94,10-05-2016,Kepler,4.48
1975,Kepler-1454,b,Kepler-1454 b,Transit,0,1,47.0319479,132.6197376,197.3162289,305.6109042,291.3581959,0.168,22.42017557,0,1,0,284.223331,48.831772,795,14.904,Kepler-band,5448,0.9,0.86,10-05-2016,Kepler,4.53
1976,Kepler-1455,b,Kepler-1455 b,Transit,0,1,49.276764,232.0472559,67.55271147,66.10751608,131.2597679,0.193,210.7536557,0,1,0,294.083055,50.502777,392,15.855,Kepler-band,4075,0.62,0.6,10-05-2016,Kepler,4.68
1977,Kepler-1456,b,Kepler-1456 b,Transit,0,1,18.1373829,292.0266093,136.2468045,168.8209453,235.6650369,0.102,122.2089788,0,1,0,286.945321,43.822773,379,15.464,Kepler-band,4231,0.64,0.62,10-05-2016,Kepler,4.67
1978,Kepler-1457,b,Kepler-1457 b,Transit,0,1,51.1110243,160.6829387,264.2024032,94.04745836,122.5347167,0.178,170.667767,0,1,0,283.770601,42.027245,728,14.06,Kepler-band,5866,1.01,1.01,10-05-2016,Kepler,4.43
1979,Kepler-1458,b,Kepler-1458 b,Transit,0,1,47.9872764,256.2632109,30.4528671,248.5437217,231.8086943,0.246,26.1230527,0,1,0,283.211614,41.038063,642,14.19,Kepler-band,5653,0.96,0.94,10-05-2016,Kepler,4.48
1980,Kepler-1459,b,Kepler-1459 b,Transit,0,1,62.8691611,96.96935179,161.5691708,191.2268002,192.3275732,0.121,322.3608669,0,1,0,282.423025,46.014019,435,14.591,Kepler-band,4828,0.78,0.74,10-05-2016,Kepler,4.61
1981,Kepler-146,b,Kepler-146 b,Transit,0,2,31.158799,0.2,258.6262501,50.73823178,68.33934093,0.331,330.1941569,0,1,0,294.110756,38.71023,731.81,13.838,Kepler-band,5948,147.4523657,1.21,14-05-2014,Kepler,4.31
1982,Kepler-146,c,Kepler-146 c,Transit,0,2,76.732171,0.364,213.7313484,85.67053328,97.54862806,0.279,21.08912491,0,1,0,294.110756,38.71023,731.81,13.838,Kepler-band,5948,87.5403984,1.21,14-05-2014,Kepler,4.31
1983,Kepler-1460,b,Kepler-1460 b,Transit,0,1,29.9633247,94.8794007,250.0537531,12.7269504,270.981373,0.175,287.1653921,0,1,0,285.557796,44.010788,574,15.947,Kepler-band,4422,0.7,0.67,10-05-2016,Kepler,4.64
1984,Kepler-1461,b,Kepler-1461 b,Transit,0,1,29.3494775,76.14739935,138.9543197,165.2894334,190.8616118,0.181,265.4346826,0,1,0,285.830458,43.198395,752,15.689,Kepler-band,4919,0.79,0.74,10-05-2016,Kepler,4.6
1985,Kepler-1462,b,Kepler-1462 b,Transit,0,1,65.6488341,175.4920332,79.11559242,267.5120594,254.298181,0.341,169.6385738,0,1,0,296.397527,42.396918,1368,15.858,Kepler-band,5756,1,1,10-05-2016,Kepler,4.45
1986,Kepler-1463,b,Kepler-1463 b,Transit,0,1,25.15864,325.7095226,286.5254624,100.996447,70.54867718,0.166,194.6760191,0,1,0,294.487304,42.00692,1341,15.759,Kepler-band,5679,0.96,0.95,10-05-2016,Kepler,4.47
1987,Kepler-1464,b,Kepler-1464 b,Transit,0,2,31.7785901,135.305361,13.69396806,152.2649529,252.0631099,0.148,115.4189062,0,1,0,287.235677,38.754161,692,14.159,Kepler-band,5828,1.02,1.01,10-05-2016,Kepler,4.44
1988,Kepler-1464,c,Kepler-1464 c,Transit,0,2,5.32786292,184.0151659,27.52651771,12.31467846,5.252204681,0.089,21.14732527,0,1,0,287.235677,38.754161,692,14.159,Kepler-band,5828,1.02,1.01,10-05-2016,Kepler,4.44
1989,Kepler-1465,b,Kepler-1465 b,Transit,0,1,31.8277111,162.1238004,245.1222061,211.2519823,88.3383986,0.158,23.58786714,0,1,0,289.819341,51.90485,350,14.41,Kepler-band,4726,0.75,0.71,10-05-2016,Kepler,4.62
1990,Kepler-1466,b,Kepler-1466 b,Transit,0,1,31.1750448,255.5354051,42.8871719,179.4008351,93.14969645,0.138,311.992675,0,1,0,289.831222,44.609863,686,13.926,Kepler-band,5884,1.01,1.02,10-05-2016,Kepler,4.43
1991,Kepler-1467,b,Kepler-1467 b,Transit,0,1,47.0569043,34.56608021,275.3734518,297.6446929,20.10391981,0.294,99.65246895,0,1,0,295.04854,45.342686,890,15.549,Kepler-band,5332,0.86,0.82,10-05-2016,Kepler,4.55
1992,Kepler-1468,b,Kepler-1468 b,Transit,0,2,8.23984869,80.10098199,250.8240445,159.1979996,69.67403329,0.154,11.16846406,0,1,0,293.519844,41.277405,1130,15.024,Kepler-band,5893,1.04,1.05,10-05-2016,Kepler,4.42
1993,Kepler-1468,c,Kepler-1468 c,Transit,0,2,3.54553021,117.6270998,47.38822911,115.5498152,185.5819138,0.103,219.3902528,0,1,0,293.519844,41.277405,1130,15.024,Kepler-band,5893,1.04,1.05,10-05-2016,Kepler,4.42
1994,Kepler-1469,b,Kepler-1469 b,Transit,0,1,21.8635301,42.42786247,95.29541689,313.0994249,151.6092321,0.25,153.7744028,0,1,0,293.821357,39.39135,1255,15.965,Kepler-band,5507,0.92,0.89,10-05-2016,Kepler,4.51
1995,Kepler-147,b,Kepler-147 b,Transit,0,2,12.610584,0.113,98.76514654,177.1578143,255.4654359,0.136,319.8453646,0,1,0,287.975766,39.087181,1073.89,13.954,Kepler-band,6012,36.03750537,1.47,14-05-2014,Kepler,4.18
1996,Kepler-147,c,Kepler-147 c,Transit,0,2,33.416423,0.216,49.4765581,39.43690696,10.869901,0.217,275.7169617,0,1,0,287.975766,39.087181,1073.89,13.954,Kepler-band,6012,186.6278801,1.47,14-05-2014,Kepler,4.18
1997,Kepler-1470,b,Kepler-1470 b,Transit,0,1,16.2950903,121.2637736,102.9829692,30.44647468,199.2166859,0.095,196.63082,0,1,0,288.695007,39.883191,569,15.061,Kepler-band,4961,0.8,0.76,10-05-2016,Kepler,4.59
1998,Kepler-1471,b,Kepler-1471 b,Transit,0,1,3.63899398,87.84587278,256.944389,319.3005854,77.82867301,0.126,21.9702133,0,1,0,289.664878,50.020046,1059,15.254,Kepler-band,5660,0.95,0.93,10-05-2016,Kepler,4.48
1999,Kepler-1472,b,Kepler-1472 b,Transit,0,1,38.1312831,185.9072974,221.2653358,307.9525194,71.84525715,0.17,225.7901832,0,1,0,294.852648,49.057472,1269,14.633,Kepler-band,6159,1.16,1.25,10-05-2016,Kepler,4.31
2000,Kepler-1473,b,Kepler-1473 b,Transit,0,1,14.4273551,149.3996019,179.0710068,28.48208428,243.3253843,0.106,262.1704917,0,1,0,290.636569,48.996082,625,13.359,Kepler-band,6046,1.09,1.09,10-05-2016,Kepler,4.4
2001,Kepler-1474,b,Kepler-1474 b,Transit,0,1,36.4333452,33.95659371,204.1131569,223.6376352,112.1372848,0.193,98.23982019,0,1,0,294.694049,45.866837,1214,15.246,Kepler-band,5870,1.04,1.04,10-05-2016,Kepler,4.42
2002,Kepler-1475,b,Kepler-1475 b,Transit,0,1,82.177374,76.34202717,166.924984,83.54951952,5.564785784,0.261,9.692720275,0,1,0,295.948273,44.753124,1714,15.292,Kepler-band,6214,1.18,1.28,10-05-2016,Kepler,4.29
2003,Kepler-1476,b,Kepler-1476 b,Transit,0,1,10.35863224,243.4831065,51.27949897,194.1926325,214.4681255,0.149,255.8313819,0,1,0,284.532096,43.989956,1218,15.408,Kepler-band,5663,0.98,0.96,10-05-2016,Kepler,4.47
2004,Kepler-1477,b,Kepler-1477 b,Transit,0,1,11.55530021,256.3207088,232.0849739,179.6088886,38.75913646,0.105,156.4432697,0,1,0,281.298535,42.685753,525,14.598,Kepler-band,5100,0.81,0.78,10-05-2016,Kepler,4.58
2005,Kepler-1478,b,Kepler-1478 b,Transit,0,1,26.0840594,67.89861311,164.3773042,37.31610919,195.9890175,0.154,64.30840635,0,1,0,293.165079,41.746235,1405,15.44,Kepler-band,5904,1.04,1.06,10-05-2016,Kepler,4.41
2006,Kepler-1479,b,Kepler-1479 b,Transit,0,1,14.53261362,252.1327299,91.93383806,76.17594486,284.2344233,0.163,112.5426908,0,1,0,285.711919,49.706657,619,13.785,Kepler-band,5796,0.99,0.98,10-05-2016,Kepler,4.45
2007,Kepler-148,b,Kepler-148 b,Transit,0,3,1.729366,0.028,131.4163441,231.6771106,133.5888541,0.161,237.8975956,0,1,0,289.786216,46.858788,809.42,15.342,Kepler-band,5272,303.0683344,0.85,14-05-2014,Kepler,4.55
2008,Kepler-148,c,Kepler-148 c,Transit,0,3,4.180043,0.05,7.467770455,19.92462917,295.347111,0.321,16.62946629,0,1,0,289.786216,46.858788,809.42,15.342,Kepler-band,5272,210.5486991,0.85,14-05-2014,Kepler,4.55
2009,Kepler-148,d,Kepler-148 d,Transit,0,3,51.84688575,100.6874444,85.32567301,45.92062614,179.1804809,0.774,20.29435746,0,1,0,289.786216,46.858788,809.42,15.342,Kepler-band,5272,8.723799182,0.85,10-05-2016,Kepler,4.55
2010,Kepler-1480,b,Kepler-1480 b,Transit,0,1,22.12679948,181.7139308,97.94736038,85.82115275,158.9119283,0.149,235.4644488,0,1,0,291.999771,49.301811,540,14.523,Kepler-band,5156,0.85,0.81,10-05-2016,Kepler,4.56
2011,Kepler-1481,b,Kepler-1481 b,Transit,0,1,5.94220998,221.160057,282.7167416,74.72069761,85.72672103,0.11,229.7459473,0,1,0,289.438971,49.73122,493,14.779,Kepler-band,4908,0.8,0.75,10-05-2016,Kepler,4.6
2012,Kepler-1482,b,Kepler-1482 b,Transit,0,1,12.25383217,85.25000824,124.0243338,264.3018186,157.6312132,0.09,265.0375148,0,1,0,285.313805,48.725254,442,13.747,Kepler-band,5381,0.88,0.84,10-05-2016,Kepler,4.54
2013,Kepler-1483,b,Kepler-1483 b,Transit,0,1,9.5085156,262.673617,170.0648721,223.9706154,224.5947392,0.136,112.1951576,0,1,0,295.409776,42.150831,1327,14.44,Kepler-band,6337,1.25,1.4,10-05-2016,Kepler,4.24
2014,Kepler-1484,b,Kepler-1484 b,Transit,0,1,30.4549136,267.3182058,165.2904075,110.6124543,60.29396213,0.188,119.3256446,0,1,0,292.684285,38.126286,1095,15.268,Kepler-band,5730,0.94,0.92,10-05-2016,Kepler,4.49
2015,Kepler-1485,b,Kepler-1485 b,Transit,0,1,19.9157725,252.660455,324.3866077,262.5475592,243.7954927,0.131,290.4264149,0,1,0,298.095423,44.737057,550,13.204,Kepler-band,6087,1.11,1.12,10-05-2016,Kepler,4.39
2016,Kepler-1486,b,Kepler-1486 b,Transit,0,1,54.6495759,10.00474799,293.4768303,200.2715031,195.2583299,0.207,129.9028731,0,1,0,290.590382,45.439713,1465,15.335,Kepler-band,5965,1.08,1.12,10-05-2016,Kepler,4.38
2017,Kepler-1487,b,Kepler-1487 b,Transit,0,1,7.31946363,326.0722424,315.1433731,146.8013673,302.2906732,0.19,20.8540466,0,1,0,295.498108,38.644501,1094,13.489,Kepler-band,6541,1.38,1.63,10-05-2016,Kepler,4.16
2018,Kepler-1488,b,Kepler-1488 b,Transit,0,1,39.8189932,76.45747242,309.2919533,217.4857004,110.6076125,0.166,267.6865617,0,1,0,286.646417,49.937778,618,13.102,Kepler-band,5820,1.05,1.31,10-05-2016,Kepler,4.22
2019,Kepler-1489,b,Kepler-1489 b,Transit,0,1,82.294751,41.87323129,105.1695436,243.6651204,163.4482208,0.158,87.48362082,0,1,0,281.295831,44.465405,870,14.828,Kepler-band,5655,0.93,0.9,10-05-2016,Kepler,4.51
2020,Kepler-149,b,Kepler-149 b,Transit,0,3,29.198943,0.184,311.1387833,102.173254,9.215892897,0.376,139.4110913,0,1,0,285.853667,38.384119,580.57,14.001,Kepler-band,5381,177.820704,0.95,14-05-2014,Kepler,4.46
2021,Kepler-149,c,Kepler-149 c,Transit,0,3,55.328328,0.281,102.5440587,61.25411318,319.0254309,0.144,36.51721889,0,1,0,285.853667,38.384119,580.57,14.001,Kepler-band,5381,178.3452022,0.95,14-05-2014,Kepler,4.46
2022,Kepler-149,d,Kepler-149 d,Transit,0,3,160.018032,0.571,130.829297,188.3247564,218.2311075,0.353,282.658764,0,1,0,285.853667,38.384119,580.57,14.001,Kepler-band,5381,120.8112956,0.95,14-05-2014,Kepler,4.46
2023,Kepler-1490,b,Kepler-1490 b,Transit,0,1,92.4362973,180.451227,76.60274269,194.5180309,250.7636475,0.271,205.0502442,0,1,0,295.693573,42.609512,968,15.449,Kepler-band,5515,0.9,0.87,10-05-2016,Kepler,4.52
2024,Kepler-1491,b,Kepler-1491 b,Transit,0,1,16.5861762,248.9314278,318.4404459,309.526211,12.05899626,0.135,292.8345295,0,1,0,293.629756,45.740651,1312,15.589,Kepler-band,5728,1,0.99,10-05-2016,Kepler,4.45
2025,Kepler-1492,b,Kepler-1492 b,Transit,0,1,16.75255007,126.3111071,289.76409,281.0383646,249.1451226,0.133,147.9658312,0,1,0,288.597097,41.03642,371,14.534,Kepler-band,4712,0.77,0.72,10-05-2016,Kepler,4.62
2026,Kepler-1493,b,Kepler-1493 b,Transit,0,1,15.0217983,156.3814273,47.3168672,172.1696828,129.5896274,0.126,107.2596427,0,1,0,288.549148,38.565232,572,13.109,Kepler-band,5863,1.06,1.29,10-05-2016,Kepler,4.24
2027,Kepler-1494,b,Kepler-1494 b,Transit,0,1,91.080482,324.4385395,161.3251789,73.76972207,263.557186,0.274,281.4637092,0,1,0,282.657401,43.162518,1059,15.214,Kepler-band,5659,0.96,0.94,10-05-2016,Kepler,4.48
2028,Kepler-1495,b,Kepler-1495 b,Transit,0,1,85.273256,284.4711074,177.9352508,138.9432321,253.7883324,0.262,93.40973264,0,1,0,286.130757,38.779631,1307,15.417,Kepler-band,5831,1.03,1.04,10-05-2016,Kepler,4.42
2029,Kepler-1496,b,Kepler-1496 b,Transit,0,1,64.6588017,311.6401147,112.6416714,274.2898589,261.6130788,0.198,250.4210248,0,1,0,293.973936,45.350704,1293,14.694,Kepler-band,6182,1.18,1.27,10-05-2016,Kepler,4.29
2030,Kepler-1497,b,Kepler-1497 b,Transit,0,1,8.74199772,78.48043283,272.2120115,158.8676451,184.278165,0.148,141.5626263,0,1,0,296.19614,45.634331,1122,15.364,Kepler-band,5675,0.96,0.95,10-05-2016,Kepler,4.47
2031,Kepler-1498,b,Kepler-1498 b,Transit,0,1,48.051405,217.7238874,161.9193534,132.5798471,202.3077807,0.119,115.3315097,0,1,0,284.77811,44.916782,740,15.033,Kepler-band,5256,0.86,0.81,10-05-2016,Kepler,4.56
2032,Kepler-1499,b,Kepler-1499 b,Transit,0,1,44.2008,17.65274022,288.2204312,57.31517676,284.4809042,0.106,208.7618406,0,1,0,283.986337,41.650406,310,13.509,Kepler-band,5097,0.82,0.78,10-05-2016,Kepler,4.58
2033,Kepler-15,b,Kepler-15 b,Transit,0,1,4.942782,0.05714,0.06,87.44,0.66,0.96,0.93,0,1,0,296.200595,49.140125,755.38,13.758,Kepler-band,5515,1.02,0.99,14-05-2014,Kepler,4.46
2034,Kepler-150,b,Kepler-150 b,Transit,0,5,3.428054,0.044,272.5645706,67.6681389,199.8592915,0.112,147.1369972,0,1,0,288.234084,40.520905,914.4,14.985,Kepler-band,5560,83.9166132,0.94,14-05-2014,Kepler,4.47
2035,Kepler-150,c,Kepler-150 c,Transit,0,5,7.381998,0.073,161.6914063,300.2279996,241.4226836,0.329,176.9121797,0,1,0,288.234084,40.520905,914.4,14.985,Kepler-band,5560,60.61228622,0.94,14-05-2014,Kepler,4.47
2036,Kepler-150,d,Kepler-150 d,Transit,0,5,12.56093,0.104,222.7883266,246.9572947,87.88855286,0.249,137.897621,0,1,0,288.234084,40.520905,914.4,14.985,Kepler-band,5560,242.1321954,0.94,14-05-2014,Kepler,4.47
2037,Kepler-150,e,Kepler-150 e,Transit,0,5,30.826557,0.189,327.6598368,206.4061409,226.8211925,0.278,317.1773185,0,1,0,288.234084,40.520905,914.4,14.985,Kepler-band,5560,283.5936746,0.94,14-05-2014,Kepler,4.47
2038,Kepler-150,f,Kepler-150 f,Transit,0,5,637.2093,1.24,184.0515801,90,144.3488125,0.325,328.9545665,0,1,0,288.234084,40.520905,914.4,14.985,Kepler-band,5560,254.3538183,0.94,13-04-2017,Kepler,4.47
2039,Kepler-1500,b,Kepler-1500 b,Transit,0,1,15.0330105,261.9748903,290.5907456,132.7441242,166.1578543,0.107,299.320717,0,1,0,288.883334,39.744572,904,14.606,Kepler-band,5845,1,1,10-05-2016,Kepler,4.44
2040,Kepler-1501,b,Kepler-1501 b,Transit,0,1,14.5564533,23.01078707,154.9506894,123.3961151,127.1541006,0.139,245.3830929,0,1,0,289.918519,42.001431,888,13.71,Kepler-band,6229,1.2,1.3,10-05-2016,Kepler,4.28
