loc_rowid,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_radj,pl_dens,pl_ttvflag,pl_kepflag,pl_k2flag,ra,dec,st_dist,st_optmag,st_optband,st_teff,st_mass,st_rad,rowupdate,pl_facility,fst_logg
109,K2-168,c,EPIC 205950854 c,Transit,0,2,8.050722,88.74797883,20.52057801,89.81,198.2183976,0.117,322.6278759,0,0,1,333.109894,-16.341755,245.56,12.291,V (Johnson),5502.7,0.88,0.83,15-08-2019,K2,4.46
110,EPIC 206024342,b,EPIC 206024342 b,Transit,0,1,4.50756,142.1647176,315.3042748,61.26857101,213.8096121,0.152,280.0513662,0,0,1,331.277222,-14.121665,373.81,13.116,V (Johnson),254.0815278,0.93,160.934578,13-06-2019,K2,215.9918485
111,EPIC 206032309,b,EPIC 206032309 b,Transit,0,1,2.87814,79.64596826,283.3608846,135.638394,194.5276661,0.09,94.05441488,0,0,1,341.240692,-13.900921,162.09,15.782,Kepler-band,287.9356112,0.22,327.587303,13-06-2019,K2,116.4862857
112,EPIC 206042996,b,EPIC 206042996 b,Transit,0,1,5.29711,16.53038595,9.097831672,10.66251811,136.6445486,0.145,72.80014443,0,0,1,337.51358,-13.610113,457.27,16.743,V (Johnson),112.3439777,0.56,265.5563766,13-06-2019,K2,106.7507259
113,EPIC 206215704,b,EPIC 206215704 b,Transit,0,1,2.25372,111.1544177,15.5852148,58.56668424,276.8947897,0.08,230.2630321,0,0,1,335.094818,-9.509531,110.22,15.598,Kepler-band,227.2302218,0.41,330.6056977,13-06-2019,K2,208.490895
114,EPIC 206317286,b,EPIC 206317286 b,Transit,0,1,1.58252,241.1172877,56.05956562,47.43988642,118.2576815,0.086,201.520055,0,0,1,337.617584,-7.972406,317.2,14.051,V (Johnson),283.2585657,0.71,304.6539446,13-06-2019,K2,139.4107391
115,EPIC 211822797,b,EPIC 211822797 b,Transit,0,1,21.169861,0.131,0.06,89.73,70.22417698,0.177,291.2690248,0,0,1,130.41037,17.640005,187.19,15.256,V (Johnson),4148.21,0.66,0.57,26-10-2017,K2,318.6659758
116,EPIC 211945201,b,EPIC 211945201 b,Transit,0,1,19.49221,0.1493,56.51695247,318.5269087,281.6299794,0.514,318.7744594,0,0,0,136.573975,19.402252,182.69,10.154,V (Johnson),6069,1.17,1.39,26-10-2018,K2,4.22
117,EPIC 212297394,b,EPIC 212297394 b,Transit,0,1,2.28943,151.636322,252.0156933,170.9855802,30.76986154,0.118,26.61235547,0,0,1,207.206223,-17.609905,423.35,14.423,V (Johnson),283.262569,0.83,22.04044676,13-06-2019,K2,52.88650698
118,EPIC 212424622,b,EPIC 212424622 b,Transit,0,1,18.0983,258.9461533,29.89555998,100.1572681,39.67577338,0.194,220.6002115,0,0,1,202.331421,-14.359463,622.67,13.354,V (Johnson),174.1583475,1.11,288.0905519,13-06-2019,K2,227.9992407
119,EPIC 212499991,b,EPIC 212499991 b,Transit,0,1,34.885,131.8685484,118.4734323,94.26642723,213.5890347,0.143,129.5332455,0,0,1,202.48877,-12.734723,285.61,13.552,V (Johnson),58.30817815,0.91,254.5400075,13-06-2019,K2,239.0355805
120,EPIC 212587672,b,EPIC 212587672 b,Transit,0,1,15.2841,56.91747699,167.7930135,251.1499796,43.68737116,0.1,129.4750826,0,0,1,205.444702,-10.862432,322.88,12.487,V (Johnson),172.4335793,0.95,90.84682634,13-06-2019,K2,263.6812235
121,EPIC 212737443,b,EPIC 212737443 b,Transit,0,2,13.603,0.098,0.2,89.071,275.6439555,0.231,107.3766645,0,0,1,204.221695,-7.318144,347.45,14.836,V (Johnson),4684,0.69,0.67,25-07-2019,K2,4.62
122,EPIC 212737443,c,EPIC 212737443 c,Transit,0,2,65.55,0.28,0.2,89.63,42.15289878,0.24,138.8652342,0,0,1,204.221695,-7.318144,347.45,14.836,V (Johnson),4684,0.69,0.67,25-07-2019,K2,4.62
123,K2-282,c,EPIC 220554210 c,Transit,0,2,0.70531,12.97580513,295.0582136,38.33969928,75.03818962,0.132,325.3212059,0,0,1,13.432017,7.995316,502.28,14.042,V (Johnson),146.2380361,0.94,29.27485816,13-06-2019,K2,4.47
124,EPIC 220674823,b,EPIC 220674823 b,Transit,0,2,0.571331,0.0134,187.8301641,141.6697752,157.1976645,0.162,81.19923392,0,0,1,13.07978,10.794699,246.1,12.102,V (Johnson),5617,0.97,0.98,26-10-2018,K2,4.45
125,EPIC 220674823,c,EPIC 220674823 c,Transit,0,2,13.339079,0.1091,244.0104693,264.348618,161.9780005,0.244,41.75139357,0,0,1,13.07978,10.794699,246.1,12.102,V (Johnson),5617,0.97,0.98,26-10-2018,K2,4.45
126,EPIC 246851721,b,EPIC 246851721 b,Transit,0,1,6.180235,0.07229,101.999783,86.21,3,1.051,3.1,0,0,1,78.919746,16.278742,336.7,11.439,V (Johnson),6202,1.32,1.59,26-10-2018,K2,4.16
127,EPIC 248847494,b,EPIC 248847494 b,Transit,0,1,3650,4.5,0,89.87,13,1.11,155.1817055,0,0,1,159.389267,11.842731,560,12.416,V (Johnson),4898,0.9,2.7,25-07-2019,K2,3.52
128,FU Tau,b,FU Tau b,Imaging,0,1,67.83934257,800,202.1417918,188.5279752,16,34.33581433,287.0080558,0,0,0,65.898908,25.049898,140,300.2046822,69.23850902,2838,0.05,6.229118591,10-03-2016,Spitzer Space Telescope,125.2683527
129,Fomalhaut,b,Fomalhaut b,Imaging,0,1,555530,160,0.87,55,259.4534647,201.0718961,206.1879945,0,0,0,344.412689,-29.622236,7.7,1.16,V (Johnson),219.0548409,1.92,118.0931644,19-11-2015,Hubble Space Telescope,4.14
130,GJ 1132,b,GJ 1132 b,Transit,0,2,1.628931,0.0153,0.22,159.7352374,0.00522,310.3285766,6.3,0,0,0,153.715737,-47.156727,12.62,13.49,V (Johnson),3270,0.18,0.21,21-06-2018,Cerro Tololo Inter-American Observatory,4.88
131,GJ 1132,c,GJ 1132 c,Transit,0,2,8.929,0.0476,0.27,225.3081441,0.00831,3.972137313,297.2158,0,0,0,153.715737,-47.156727,12.62,13.49,V (Johnson),3270,0.18,0.21,21-06-2018,La Silla Observatory,4.88
132,GJ 1148,b,GJ 1148 b,Radial Velocity,0,2,41.38,0.166,0.38,194.9433286,0.30425,160.933651,72.31360337,0,0,0,175.435974,42.751972,11.02,11.92,V (Johnson),3264,0.35,0.4,19-10-2017,W. M. Keck Observatory,128.4837757
133,GJ 1148,c,GJ 1148 c,Radial Velocity,0,2,532.58,0.912,0.342,5.985533544,0.21414,254.3606766,106.2713581,0,0,0,175.435974,42.751972,11.02,11.92,V (Johnson),3264,0.35,0.4,19-10-2017,Calar Alto Observatory,90.03286486
134,GJ 1214,b,GJ 1214 b,Transit,0,1,1.58040456,0.01411,56.12840898,88.17,0.0197,0.254,1.49,0,0,0,258.828837,4.96392,14.65,15.1,V (Johnson),3026,0.15,0.22,03-12-2015,MEarth Project,4.94
135,GJ 1265,b,GJ 1265 b,Radial Velocity,0,1,3.6511,0.026,0.04,245.0361761,0.02328,137.2201599,201.7390365,0,0,0,333.428676,-17.685771,10.26,13.57,V (Johnson),3236,0.18,0.19,06-12-2018,Calar Alto Observatory,5.09
136,GJ 143,b,GJ 143 b,Transit,0,2,35.61253,0.1915,0.188,89.33,0.07142,0.233,7,0,0,0,51.746769,-63.4991,16.33,7.87,V (Johnson),4640,0.73,0.69,25-04-2019,Transiting Exoplanet Survey Satellite (TESS),4.61
137,GJ 15 A,b,GJ 15 A b,Radial Velocity,1,2,11.4407,0.072,0.094,8.365079656,0.00953,4.736937251,163.449254,0,0,0,4.595356,44.022953,3.56,8.08,V (Johnson),3607,0.38,0.38,10-10-2019,W. M. Keck Observatory,4.87
138,GJ 15 A,c,GJ 15 A c,Radial Velocity,0,2,7600,5.4,0.27,105.5930877,0.11327,41.96938627,114.1013366,0,0,0,4.595356,44.022953,3.56,8.08,V (Johnson),3607,0.38,0.38,10-10-2019,Roque de los Muchachos Observatory,4.87
139,GJ 160.2,b,GJ 160.2 b,Radial Velocity,0,1,5.2354,0.053,0.06,315.8525998,0.03209,43.14896793,22.52547872,0,0,0,61.645172,-20.853121,25.88,9.68,V (Johnson),4347,0.69,116.9125525,10-10-2019,Multiple Observatories,325.0732647
140,GJ 163,b,GJ 163 b,Radial Velocity,0,3,8.63182,0.0607,0.073,271.8635435,0.03335,40.78272166,256.9020652,0,0,0,62.315273,-53.373699,15.14,11.81,V (Johnson),3500,0.4,87.52054393,26-01-2017,La Silla Observatory,107.4627409
141,GJ 163,c,GJ 163 c,Radial Velocity,0,3,25.63058,0.1254,0.099,217.0229543,0.0214,70.1476267,165.3657134,0,0,0,62.315273,-53.373699,15.14,11.81,V (Johnson),3500,0.4,216.0803248,26-01-2017,La Silla Observatory,210.8602033
142,GJ 163,d,GJ 163 d,Radial Velocity,0,3,603.95116,1.0304,0.373,228.1658668,0.0925,273.8845328,161.011671,0,0,0,62.315273,-53.373699,15.14,11.81,V (Johnson),3500,0.4,109.4111411,26-01-2017,La Silla Observatory,150.4208556
143,GJ 179,b,GJ 179 b,Radial Velocity,0,1,2288,2.41,0.21,192.6813064,0.82,228.4023947,229.3895617,0,0,0,73.023865,6.476539,12.36,12,V (Johnson),3370,0.36,0.38,14-05-2014,W. M. Keck Observatory,4.83
144,GJ 180,b,GJ 180 b,Radial Velocity,0,2,17.38,0.103,0.11,187.9522475,0.02611,49.76253373,284.0241373,0,0,0,73.458252,-17.773418,11.94,10.91,V (Johnson),3371,0.43,51.8212416,10-10-2019,Multiple Observatories,21.26669195
145,GJ 180,c,GJ 180 c,Radial Velocity,0,2,24.329,0.129,0.09,280.772713,0.02014,212.9936735,201.6093608,0,0,0,73.458252,-17.773418,11.94,10.91,V (Johnson),3371,0.43,44.21142442,10-10-2019,Multiple Observatories,312.3231426
146,GJ 229,b,GJ 229 b,Radial Velocity,0,1,471,0.97,0.1,70.34551369,0.10068,198.6167126,264.5032653,0,0,0,92.644234,-21.864643,5.76,8.14,V (Johnson),3564,0.58,214.7922663,10-10-2019,Multiple Observatories,4.81
147,GJ 27.1,b,GJ 27.1 b,Radial Velocity,0,1,15.819,0.101,0.08,178.1236384,0.0409,257.7903265,203.062466,0,0,0,9.995098,-44.25322,23.62,11.42,V (Johnson),3542,0.53,201.2950899,10-10-2019,Multiple Observatories,101.2228689
148,GJ 273,b,GJ 273 b,Radial Velocity,0,2,18.6498,0.091101,0.1,6.844774323,0.00909,137.302753,311.6708697,0,0,0,111.852081,5.225785,3.8,9.872,V (Johnson),3382,0.29,0.29,30-03-2017,La Silla Observatory,261.4546379
149,GJ 273,c,GJ 273 c,Radial Velocity,0,2,4.7234,0.036467,0.17,51.46995258,0.00371,24.63016881,321.6878146,0,0,0,111.852081,5.225785,3.8,9.872,V (Johnson),3382,0.29,0.29,30-03-2017,La Silla Observatory,16.03504836
150,GJ 3021,b,GJ 3021 b,Radial Velocity,0,1,133.71,0.49,0.511,176.1941009,3.37,280.5560423,190.6673293,0,0,0,4.052823,-79.851181,17.56,6.59,V (Johnson),5540,0.9,0.9,14-05-2014,La Silla Observatory,4.7
151,GJ 3138,b,GJ 3138 b,Radial Velocity,0,3,1.22003,0.0197,0.19,280.7458514,0.0056,287.4700548,44.19785443,0,0,0,32.295425,-16.339592,28.49,10.98,V (Johnson),3717,0.68,0.5,30-03-2017,La Silla Observatory,56.38648228
152,GJ 3138,c,GJ 3138 c,Radial Velocity,0,3,5.974,0.057,0.11,315.3105956,0.01315,66.42589458,330.1113821,0,0,0,32.295425,-16.339592,28.49,10.98,V (Johnson),3717,0.68,0.5,30-03-2017,La Silla Observatory,47.32465563
153,GJ 3138,d,GJ 3138 d,Radial Velocity,0,3,257.8,0.698,0.32,220.2372001,0.03304,14.04499417,44.23051997,0,0,0,32.295425,-16.339592,28.49,10.98,V (Johnson),3717,0.68,0.5,30-03-2017,La Silla Observatory,230.0157938
154,GJ 317,b,GJ 317 b,Radial Velocity,0,2,692,1.15,0.11,45,2.5,94.71857015,287.6875894,0,0,0,130.24673,-23.456289,15.1,11.97,V (Johnson),3510,0.42,129.0753831,27-08-2014,W. M. Keck Observatory,179.5901161
155,GJ 317,c,GJ 317 c,Radial Velocity,0,2,5312,18.04755666,0.308,80.84987246,1.54,137.3469265,316.1813977,0,0,0,130.24673,-23.456289,15.1,11.97,V (Johnson),3510,0.42,296.4633807,29-11-2018,W. M. Keck Observatory,88.02613796
156,GJ 328,b,GJ 328 b,Radial Velocity,0,1,4100,4.5,0.37,120.9882343,2.3,239.2940985,212.6908028,0,0,0,133.781754,1.546508,20.54,9.97,V (Johnson),3900,0.69,49.68249109,14-05-2014,McDonald Observatory,311.2745835
157,GJ 3293,b,GJ 3293 b,Radial Velocity,0,4,30.5987,0.14339,0.06,243.7851109,0.07406,201.4718311,20.84065649,0,0,0,67.14882,-25.169301,20.2,11.962,V (Johnson),3466,0.42,0.4,30-03-2017,La Silla Observatory,157.1412422
158,GJ 3293,c,GJ 3293 c,Radial Velocity,0,4,122.6196,0.36175,0.11,42.75289009,0.06636,118.9706548,180.0797532,0,0,0,67.14882,-25.169301,20.2,11.962,V (Johnson),3466,0.42,0.4,30-03-2017,La Silla Observatory,189.4260302
159,GJ 3293,d,GJ 3293 d,Radial Velocity,0,4,48.1345,0.19394,0.12,236.6915629,0.02391,314.7122186,186.6075517,0,0,0,67.14882,-25.169301,20.2,11.962,V (Johnson),3466,0.42,0.4,30-03-2017,La Silla Observatory,229.6820145
160,GJ 3293,e,GJ 3293 e,Radial Velocity,0,4,13.2543,0.08208,0.21,302.0106353,0.01032,277.3174066,150.4358202,0,0,0,67.14882,-25.169301,20.2,11.962,V (Johnson),3466,0.42,0.4,30-03-2017,La Silla Observatory,61.14174048
161,GJ 3323,b,GJ 3323 b,Radial Velocity,0,2,5.3636,0.03282,0.23,32.87866272,0.00636,272.6053966,90.14876101,0,0,0,75.48928,-6.946263,5.32,12.22,V (Johnson),3159,0.16,0.12,30-03-2017,La Silla Observatory,296.2321271
162,GJ 3323,c,GJ 3323 c,Radial Velocity,0,2,40.54,0.1264,0.17,162.5466378,0.00727,119.3163593,223.4949876,0,0,0,75.48928,-6.946263,5.32,12.22,V (Johnson),3159,0.16,0.12,30-03-2017,La Silla Observatory,194.3357017
163,GJ 3341,b,GJ 3341 b,Radial Velocity,0,1,14.207,0.089,0.31,11.30907199,0.0208,131.4061414,35.88031381,0,0,0,78.944663,-31.295951,23.16,12.08,V (Johnson),3526,0.47,0.44,03-12-2014,La Silla Observatory,138.6886657
164,GJ 3470,b,GJ 3470 b,Radial Velocity,0,1,3.3366496,0.0355,231.594261,89.13,0.04373,0.408,0.8,0,0,0,119.774349,15.391492,29.45,12.33,V (Johnson),3600,0.54,0.55,29-09-2016,La Silla Observatory,4.7
165,GJ 3512,b,GJ 3512 b,Radial Velocity,0,1,203.59,0.338,0.4356,205.4907185,0.463,67.16627056,319.5991584,0,0,0,130.333891,59.497391,9.49,15.05,V (Johnson),3081,0.12,0.14,10-10-2019,Calar Alto Observatory,196.5834033
166,GJ 357,b,GJ 357 b,Transit,0,3,3.93072,0.035,34.69498956,89.12,0.00579,0.109,5.6,0,0,0,144.006821,-21.660797,9.44,10.92,V (Johnson),3505,0.34,0.34,15-08-2019,Transiting Exoplanet Survey Satellite (TESS),4.94
167,GJ 357,c,GJ 357 c,Radial Velocity,0,3,9.1247,0.061,49.67678076,146.3133886,0.0107,20.75935205,183.6364738,0,0,0,144.006821,-21.660797,9.44,10.92,V (Johnson),3505,0.34,0.34,01-08-2019,Multiple Observatories,4.94
168,GJ 357,d,GJ 357 d,Radial Velocity,0,3,55.661,0.204,85.37950032,43.12745738,0.01919,101.0723223,132.2223869,0,0,0,144.006821,-21.660797,9.44,10.92,V (Johnson),3505,0.34,0.34,01-08-2019,Multiple Observatories,4.94
169,GJ 3634,b,GJ 3634 b,Radial Velocity,0,1,2.64561,0.0287,0.08,59,0.026,105.3846249,107.1626405,0,0,0,164.646242,-31.143989,19.8,11.93,V (Johnson),275.1456898,0.45,0.43,21-08-2014,La Silla Observatory,310.5250059
170,GJ 3779,b,GJ 3779 b,Radial Velocity,0,1,3.0232,0.026,0.07,86.4266015,0.02517,216.6908083,295.9319151,0,0,0,200.736403,24.467626,13.75,12.96,V (Johnson),3324,0.27,0.28,06-12-2018,Calar Alto Observatory,5.05
171,GJ 3942,b,GJ 3942 b,Radial Velocity,0,1,6.905,0.0608,0.121,226.4925299,0.02246,174.6251909,210.8661076,0,0,0,242.263092,52.943874,16.94,10.25,V (Johnson),3867,0.63,0.61,21-12-2017,Roque de los Muchachos Observatory,4.65
172,GJ 3998,b,GJ 3998 b,Radial Velocity,0,2,2.64977,0.029,0,150.1076288,0.00777,193.4920945,191.6495374,0,0,0,259.002655,11.057666,18.16,10.83,V (Johnson),3722,0.5,0.49,28-07-2016,Roque de los Muchachos Observatory,4.77
173,GJ 3998,c,GJ 3998 c,Radial Velocity,0,2,13.74,0.089,0.049,296.7749536,0.0197,261.6843146,296.3754243,0,0,0,259.002655,11.057666,18.16,10.83,V (Johnson),3722,0.5,0.49,28-07-2016,Roque de los Muchachos Observatory,4.77
174,GJ 411,b,GJ 411 b,Radial Velocity,0,1,12.9532,0.0785,0.22,66.25237953,0.00941,246.5300143,20.03542881,0,0,0,165.834137,35.969879,2.55,7.49,V (Johnson),3563,0.39,0.39,05-03-2019,Haute-Provence Observatory,291.7858472
175,GJ 422,b,GJ 422 b,Radial Velocity,0,1,26.161,0.119,0.05,40.63193353,0.03115,75.25680236,132.6243328,0,0,0,169.00087,-57.547668,12.67,11.55,V (Johnson),3323,0.35,240.4888889,10-10-2019,Multiple Observatories,125.0507447
176,GJ 4276,b,GJ 4276 b,Radial Velocity,0,1,13.352,0.082,0.37,284.7694175,0.05213,251.1048258,209.9854152,0,0,0,336.321023,59.413835,21.35,324.5004276,98.2346769,3387,0.41,0.41,24-01-2019,Calar Alto Observatory,4.97
177,GJ 433,b,GJ 433 b,Radial Velocity,0,2,7.3697,0.06,0.05,17.42852538,0.01668,17.09688647,108.1874344,0,0,0,173.862289,-32.53997,9.07,9.806,V (Johnson),3472,0.48,280.1921719,10-10-2019,La Silla Observatory,4.81
178,GJ 433,c,GJ 433 c,Radial Velocity,0,2,3400,3.6,0.08,326.9219272,0.14159,91.0576712,286.9268943,0,0,0,173.862289,-32.53997,9.07,9.806,V (Johnson),3472,0.48,315.6188816,10-10-2019,Multiple Observatories,4.81
179,GJ 436,b,GJ 436 b,Radial Velocity,0,1,2.64388312,0.0291,0.13827,86.44,0.07,0.372,1.8,0,0,0,175.546219,26.70657,9.76,10.67,V (Johnson),268.8893427,0.47,0.46,05-02-2015,W. M. Keck Observatory,4.79
180,GJ 504,b,GJ 504 b,Imaging,0,1,86.05212198,43.5,25.46617066,221.4774466,4,3.494211838,278.9959652,0,0,0,199.193817,9.424156,17.54,5.22,V (Johnson),6234,1.22,295.0166218,14-05-2014,Subaru Telescope,4.6
181,GJ 536,b,GJ 536 b,Radial Velocity,0,1,8.7076,0.06661,0.08,187.1247633,0.01686,257.6302504,147.2125212,0,0,0,210.26329,-2.654864,10.41,9.72,V (Johnson),3685,0.52,0.5,17-11-2016,La Silla Observatory,4.75
182,GJ 581,b,GJ 581 b,Radial Velocity,0,3,5.3686,0.04061,0,313.626141,0.0497,56.86934175,291.0335593,0,0,0,229.861771,-7.72228,6.3,10.56,V (Johnson),94.3180932,0.31,0.29,09-07-2014,La Silla Observatory,231.4725599
183,GJ 581,c,GJ 581 c,Radial Velocity,0,3,12.914,0.0721,0,265.0581395,0.0173,151.6246028,147.3449428,0,0,0,229.861771,-7.72228,6.3,10.56,V (Johnson),239.9950489,0.31,0.29,09-07-2014,La Silla Observatory,8.651602651
184,GJ 581,e,GJ 581 e,Radial Velocity,0,3,3.149,0.02815,0,133.8184032,0.0053,31.24384524,293.6501717,0,0,0,229.861771,-7.72228,6.3,10.56,V (Johnson),254.3579328,0.31,0.29,09-07-2014,La Silla Observatory,91.06939988
185,GJ 625,b,GJ 625 b,Radial Velocity,0,1,14.628,0.078361,0.13,329.0052074,0.00887,103.1756185,215.7478139,0,0,0,246.3526,54.304104,6.49,10.1,V (Johnson),3499,0.3,0.31,28-09-2017,Multiple Observatories,4.94
186,GJ 649,b,GJ 649 b,Radial Velocity,0,1,598.3,1.135,0.3,281.820145,0.328,270.7484153,278.3323163,0,0,0,254.53688,25.74416,10.38,9.69,V (Johnson),3700,0.54,255.0591121,14-05-2014,W. M. Keck Observatory,4.81
187,GJ 667 C,b,GJ 667 C b,Radial Velocity,0,5,7.2004,0.0505,0.13,107.9756184,0.018,248.1938633,87.95926692,0,0,0,259.745085,-34.996827,6.8,10.22,V (Johnson),3350,0.33,178.74737,14-05-2014,La Silla Observatory,4.69
188,GJ 667 C,c,GJ 667 C c,Radial Velocity,0,5,28.14,0.125,0.02,105.2233151,0.012,223.8271827,281.1194121,0,0,0,259.745085,-34.996827,6.8,10.22,V (Johnson),3350,0.33,46.15097558,14-05-2014,La Silla Observatory,4.69
189,GJ 667 C,e,GJ 667 C e,Radial Velocity,1,5,62.24,0.213,0.02,323.1469005,0.008,258.2195469,67.13219554,0,0,0,259.745085,-34.996827,6.8,10.22,V (Johnson),3350,0.33,166.6882116,14-05-2014,La Silla Observatory,4.69
190,GJ 667 C,f,GJ 667 C f,Radial Velocity,1,5,39.026,0.156,0.03,250.3548643,0.008,187.5215401,149.0519686,0,0,0,259.745085,-34.996827,6.8,10.22,V (Johnson),3350,0.33,328.3554174,14-05-2014,La Silla Observatory,4.69
191,GJ 667 C,g,GJ 667 C g,Radial Velocity,1,5,256.2,0.549,0.08,212.6323429,0.014,252.3143655,296.0159525,0,0,0,259.745085,-34.996827,6.8,10.22,V (Johnson),3350,0.33,273.2118664,14-05-2014,La Silla Observatory,4.69
192,GJ 674,b,GJ 674 b,Radial Velocity,0,1,4.6938,0.039,0.2,326.7725203,0.035,185.3274405,167.1000757,0,0,0,262.166443,-46.895191,4.55,9.37,V (Johnson),3600,0.35,294.6362045,14-05-2014,La Silla Observatory,109.5317947
193,GJ 676 A,b,GJ 676 A b,Radial Velocity,0,4,1056.80005,1.82,0.33,231.2255468,4.96,321.4112231,82.47183406,0,0,0,262.546692,-51.636978,16.03,9.58,V (Johnson),3734,0.73,0.69,06-09-2018,La Silla Observatory,4.62
194,GJ 676 A,c,GJ 676 A c,Radial Velocity,0,4,7337,6.6,280.5607705,165.8450878,6.8,164.4467262,194.8968181,0,0,0,262.546692,-51.636978,16.03,9.58,V (Johnson),3734,0.73,0.69,29-09-2016,Paranal Observatory,4.62
195,GJ 676 A,d,GJ 676 A d,Radial Velocity,0,4,3.6005,107.426991,0.262,135.6592496,0.014,206.8537784,256.7320466,0,0,0,262.546692,-51.636978,16.03,9.58,V (Johnson),3734,0.73,0.69,29-09-2016,La Silla Observatory,4.62
196,GJ 676 A,e,GJ 676 A e,Radial Velocity,0,4,35.39,159.0397636,0.125,94.79196765,0.025,12.73477522,29.1040616,0,0,0,262.546692,-51.636978,16.03,9.58,V (Johnson),3734,0.73,0.69,29-09-2016,La Silla Observatory,4.62
197,GJ 682,b,GJ 682 b,Radial Velocity,0,2,17.478,0.08,0.08,86.51568163,0.01384,153.4972586,245.1510236,0,0,0,264.265259,-44.319214,5.01,10.97,V (Johnson),3028,0.27,220.8436966,10-10-2019,Multiple Observatories,204.1397923
198,GJ 682,c,GJ 682 c,Radial Velocity,0,2,57.32,0.176,0.1,136.1322108,0.02737,115.0750673,165.1742857,0,0,0,264.265259,-44.319214,5.01,10.97,V (Johnson),3028,0.27,214.8918029,10-10-2019,Multiple Observatories,50.44996351
199,GJ 685,b,GJ 685 b,Radial Velocity,0,1,24.16,0.1344,0,237.1935913,0.02832,219.5482692,29.64308656,0,0,0,263.893677,61.681564,14.32,9.97,V (Johnson),3816,0.55,0.54,11-04-2019,Qatar,4.72
200,GJ 687,b,GJ 687 b,Radial Velocity,0,1,38.14,0.17,0.04,212.6695342,0.06,193.9809356,8.515892862,0,0,0,264.10791,68.339142,4.55,9.15,V (Johnson),3340,0.45,0.43,06-09-2018,Lick Observatory,4.82
201,GJ 832,b,GJ 832 b,Radial Velocity,0,2,3657,3.56,0.08,240.2509307,0.68,267.5191294,29.93278781,0,0,0,323.391571,-49.009006,4.97,8.66,V (Johnson),3472,0.45,42.78519246,25-06-2014,Anglo-Australian Telescope,4.7
202,GJ 832,c,GJ 832 c,Radial Velocity,0,2,35.68,0.163,0.18,160.880134,0.017,276.4770187,171.0249051,0,0,0,323.391571,-49.009006,4.97,8.66,V (Johnson),3472,0.45,205.2209729,25-06-2014,Multiple Observatories,4.7
203,GJ 849,b,GJ 849 b,Radial Velocity,0,1,1882,2.35,0.04,267.6334246,1,179.6147244,74.60662484,0,0,0,332.418121,-4.640729,8.8,10.37,V (Johnson),3241,0.65,0.53,06-09-2018,W. M. Keck Observatory,4.8
204,GJ 86,b,GJ 86 b,Radial Velocity,0,1,15.76491,0.11,0.04,291.4379176,4.42,194.4948327,6.971533131,0,0,0,32.608059,-50.823723,10.79,6.12,V (Johnson),5182,0.93,0.77,06-09-2018,La Silla Observatory,4.63
205,GJ 876,b,GJ 876 b,Radial Velocity,0,4,61.1166,0.208317,0.0324,59,2.2756,99.98869412,144.3571238,0,0,0,343.319733,-14.2637,4.68,10.191,V (Johnson),89.28357008,0.32,0.3,27-08-2014,Multiple Observatories,222.6056903
206,GJ 876,c,GJ 876 c,Radial Velocity,0,4,30.0881,0.12959,0.25591,59,0.7142,283.0018149,11.88073167,0,0,0,343.319733,-14.2637,4.68,10.191,V (Johnson),108.4510157,0.32,0.3,27-08-2014,Multiple Observatories,310.594797
207,GJ 876,d,GJ 876 d,Radial Velocity,0,4,1.93778,0.020807,0.207,59,0.021,88.15938859,329.1433815,0,0,0,343.319733,-14.2637,4.68,10.191,V (Johnson),59.91237595,0.32,0.3,27-08-2014,W. M. Keck Observatory,112.597778
208,GJ 876,e,GJ 876 e,Radial Velocity,0,4,124.26,0.3343,0.055,59,0.046,17.75159142,315.1371136,0,0,0,343.319733,-14.2637,4.68,10.191,V (Johnson),136.5084238,0.32,0.3,27-08-2014,W. M. Keck Observatory,328.9197685
209,GJ 96,b,GJ 96 b,Radial Velocity,0,1,73.94,0.291,0.44,33.35619397,0.06186,266.0573948,135.7360833,0,0,0,35.561016,47.880028,11.94,9.345,V (Johnson),3785,0.6,326.5539989,08-11-2018,Haute-Provence Observatory,81.23755128
210,GJ 9827,b,GJ 9827 b,Transit,0,3,1.2089819,0.0188,0,86.07,0.01545,0.141,6.93,0,0,1,351.770142,-1.286273,29.69,10.25,V (Johnson),4340,0.61,0.6,29-08-2019,K2,4.66
211,GJ 9827,c,GJ 9827 c,Transit,0,3,3.6480957,0.03925,0,88.19,0.00264,0.111,2.42,0,0,1,351.770142,-1.286273,29.69,10.25,V (Johnson),4340,0.61,0.6,29-08-2019,K2,4.66
212,GJ 9827,d,GJ 9827 d,Transit,0,3,6.2014698,0.05591,0,87.443,0.01271,0.18,2.69,0,0,1,351.770142,-1.286273,29.69,10.25,V (Johnson),4340,0.61,0.6,29-08-2019,K2,4.66
213,GQ Lup,b,GQ Lup b,Imaging,0,1,155.5796925,100,138.7199364,183.5337332,20,3,167.1727954,0,0,0,237.300427,-35.651421,151.82,12.43,V (Johnson),198.5249967,0.7,200.159418,14-05-2014,Paranal Observatory,256.3384636
214,GSC 06214-00210,b,GSC 06214-00210 b,Imaging,0,1,4.580747913,320,320.250115,64.18284215,16,16.91677463,189.7563817,0,0,0,245.47778,-20.719202,145,12.375,V (Johnson),4200,0.9,111.5215667,01-04-2015,Palomar Observatory,214.0154185
